"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
1.186499637E1,5.298815808E-1,1.233020339E-1,3.058496000E-3,1.600000024E0,1.600000000E3
1.186915725E1,4.536320316E-1,8.806604918E-2,3.060268000E-3,1.600000024E0,1.600000000E3
1.187331808E1,5.425923286E-1,1.298336508E-1,3.058638000E-3,1.600000024E0,1.600000000E3
1.187747908E1,4.628919353E-1,9.194427336E-2,3.060056000E-3,1.600000024E0,1.600000000E3
1.188163975E1,5.114098350E-1,1.142362854E-1,3.059619000E-3,1.600000024E0,1.600000000E3
1.188580058E1,5.098925139E-1,1.135134152E-1,3.059240000E-3,1.600000024E0,1.600000000E3
1.188996146E1,4.649153445E-1,9.270895527E-2,3.060581000E-3,1.600000024E0,1.600000000E3
1.189412229E1,5.407697613E-1,1.288245738E-1,3.059021000E-3,1.600000024E0,1.600000000E3
1.189828304E1,4.511806278E-1,8.693792059E-2,3.060887000E-3,1.600000024E0,1.600000000E3
1.190244387E1,5.288746457E-1,1.227100977E-1,3.059782000E-3,1.600000024E0,1.600000000E3
1.190660471E1,4.846769967E-1,1.015126017E-1,3.060368000E-3,1.600000024E0,1.600000000E3
1.191076587E1,4.837093704E-1,1.011390905E-1,3.060991000E-3,1.600000024E0,1.600000000E3
1.191492646E1,5.313117411E-1,1.239078219E-1,3.059792000E-3,1.600000024E0,1.600000000E3
1.191908729E1,4.507739648E-1,8.680232523E-2,3.061674000E-3,1.600000024E0,1.600000000E3
1.192324821E1,5.385116522E-1,1.276720260E-1,3.060200000E-3,1.600000024E0,1.600000000E3
1.192740904E1,4.632123809E-1,9.200903294E-2,3.061607000E-3,1.600000024E0,1.600000000E3
1.193156992E1,5.040837163E-1,1.106657670E-1,3.061450000E-3,1.600000024E0,1.600000000E3
1.193573075E1,5.103472385E-1,1.136472768E-1,3.061054000E-3,1.600000024E0,1.600000000E3
1.193989158E1,4.590358958E-1,9.022178169E-2,3.062621000E-3,1.600000024E0,1.600000000E3
1.194405254E1,5.396635583E-1,1.281870728E-1,3.061102000E-3,1.600000024E0,1.600000000E3
1.194821325E1,4.504387914E-1,8.654249918E-2,3.062998000E-3,1.600000024E0,1.600000000E3
1.195237408E1,5.244110488E-1,1.203874984E-1,3.062063000E-3,1.600000024E0,1.600000000E3
1.195653487E1,4.931386690E-1,1.053709134E-1,3.062325000E-3,1.600000024E0,1.600000000E3
1.196069571E1,4.824629134E-1,1.003906449E-1,3.062996000E-3,1.600000024E0,1.600000000E3
1.196485658E1,5.355028491E-1,1.259599180E-1,3.061636000E-3,1.600000024E0,1.600000000E3
1.196901742E1,4.529697563E-1,8.762226135E-2,3.063435000E-3,1.600000024E0,1.600000000E3
1.197317829E1,5.399152921E-1,1.282823278E-1,3.061906000E-3,1.600000024E0,1.600000000E3
1.197733933E1,4.707999296E-1,9.524858360E-2,3.063023000E-3,1.600000024E0,1.600000000E3
1.198149996E1,5.038590270E-1,1.105456080E-1,3.062875000E-3,1.600000024E0,1.600000000E3
1.198566071E1,5.184792407E-1,1.175521236E-1,3.062167000E-3,1.600000024E0,1.600000000E3
1.198982158E1,4.597907302E-1,9.047877888E-2,3.063706000E-3,1.600000024E0,1.600000000E3
1.199398246E1,5.428776583E-1,1.297480044E-1,3.062063000E-3,1.600000024E0,1.600000000E3
1.199814342E1,4.540959806E-1,8.808553306E-2,3.063820000E-3,1.600000024E0,1.600000000E3
1.200230421E1,5.232872878E-1,1.198811327E-1,3.062928000E-3,1.600000024E0,1.600000000E3
1.200646512E1,4.958859897E-1,1.066692894E-1,3.063085000E-3,1.600000024E0,1.600000000E3
1.201062600E1,4.770199500E-1,9.793128281E-2,3.063964000E-3,1.600000024E0,1.600000000E3
1.201478675E1,5.362426938E-1,1.262579566E-1,3.062575000E-3,1.600000024E0,1.600000000E3
1.201894758E1,4.510143776E-1,8.686164178E-2,3.064450000E-3,1.600000024E0,1.600000000E3
1.202310837E1,5.347612748E-1,1.256126935E-1,3.063118000E-3,1.600000024E0,1.600000000E3
1.202726929E1,4.707726754E-1,9.524492871E-2,3.064237000E-3,1.600000024E0,1.600000000E3
1.203143008E1,4.961793384E-1,1.068014710E-1,3.064383000E-3,1.600000024E0,1.600000000E3
1.203559092E1,5.188926649E-1,1.176758742E-1,3.063659000E-3,1.600000024E0,1.600000000E3
1.203975175E1,4.545549506E-1,8.825743176E-2,3.065399000E-3,1.600000024E0,1.600000000E3
1.204391283E1,5.409745342E-1,1.287181341E-1,3.063828000E-3,1.600000024E0,1.600000000E3
1.204807346E1,4.534018390E-1,8.780444992E-2,3.065612000E-3,1.600000024E0,1.600000000E3
1.205223429E1,5.172249744E-1,1.168558447E-1,3.064951000E-3,1.600000024E0,1.600000000E3
1.205639508E1,5.014070467E-1,1.092076382E-1,3.064897000E-3,1.600000024E0,1.600000000E3
1.206055596E1,4.748672934E-1,9.688613001E-2,3.065859000E-3,1.600000024E0,1.600000000E3
1.206471683E1,5.388580416E-1,1.275739841E-1,3.064369000E-3,1.600000024E0,1.600000000E3
1.206887775E1,4.522447966E-1,8.724181726E-2,3.066198000E-3,1.600000024E0,1.600000000E3
1.207303854E1,5.361704704E-1,1.261939094E-1,3.064811000E-3,1.600000024E0,1.600000000E3
1.207719954E1,4.782590693E-1,9.847259754E-2,3.065643000E-3,1.600000024E0,1.600000000E3
1.208136021E1,4.958775514E-1,1.066244770E-1,3.065800000E-3,1.600000024E0,1.600000000E3
1.208552112E1,5.265184217E-1,1.214048848E-1,3.064783000E-3,1.600000024E0,1.600000000E3
1.208968192E1,4.561480067E-1,8.887583619E-2,3.066462000E-3,1.600000024E0,1.600000000E3
1.209384275E1,5.442089175E-1,1.303877187E-1,3.064767000E-3,1.600000024E0,1.600000000E3
1.209800354E1,4.598165693E-1,9.043285890E-2,3.066306000E-3,1.600000024E0,1.600000000E3
1.210216437E1,5.171573108E-1,1.168023374E-1,3.065648000E-3,1.600000024E0,1.600000000E3
1.210632521E1,5.053080555E-1,1.110692797E-1,3.065444000E-3,1.600000024E0,1.600000000E3
1.211048633E1,4.714610518E-1,9.545403132E-2,3.066537000E-3,1.600000024E0,1.600000000E3
1.211464692E1,5.406952318E-1,1.285186316E-1,3.064977000E-3,1.600000024E0,1.600000000E3
1.211880779E1,4.523937508E-1,8.729061152E-2,3.066800000E-3,1.600000024E0,1.600000000E3
1.212296858E1,5.307060705E-1,1.234761427E-1,3.065622000E-3,1.600000024E0,1.600000000E3
1.212712946E1,4.789599197E-1,9.879284677E-2,3.066428000E-3,1.600000024E0,1.600000000E3
1.213129021E1,4.885046290E-1,1.031700184E-1,3.066868000E-3,1.600000024E0,1.600000000E3
1.213545121E1,5.266606149E-1,1.213617239E-1,3.065845000E-3,1.600000024E0,1.600000000E3
1.213961204E1,4.514633893E-1,8.692810363E-2,3.067705000E-3,1.600000024E0,1.600000000E3
1.214377304E1,5.400616782E-1,1.281684900E-1,3.066168000E-3,1.600000024E0,1.600000000E3
1.214793375E1,4.589560202E-1,9.003158417E-2,3.067741000E-3,1.600000024E0,1.600000000E3
1.215209458E1,5.103687274E-1,1.134098808E-1,3.067343000E-3,1.600000024E0,1.600000000E3
1.215625537E1,5.099149462E-1,1.132481979E-1,3.066962000E-3,1.600000024E0,1.600000000E3
1.216041625E1,4.690801418E-1,9.438120948E-2,3.068147000E-3,1.600000024E0,1.600000000E3
1.216457708E1,5.437662477E-1,1.300721132E-1,3.066468000E-3,1.600000024E0,1.600000000E3
1.216873792E1,4.539014281E-1,8.789375953E-2,3.068234000E-3,1.600000024E0,1.600000000E3
1.217289871E1,5.319453995E-1,1.240330315E-1,3.067008000E-3,1.600000024E0,1.600000000E3
1.217705979E1,4.862254503E-1,1.019791714E-1,3.067536000E-3,1.600000024E0,1.600000000E3
1.218122042E1,4.887552621E-1,1.032550453E-1,3.067967000E-3,1.600000024E0,1.600000000E3
1.218538121E1,5.325725589E-1,1.242773737E-1,3.066717000E-3,1.600000024E0,1.600000000E3
1.218954204E1,4.550489316E-1,8.836311928E-2,3.068440000E-3,1.600000024E0,1.600000000E3
1.219370292E1,5.435334345E-1,1.298592910E-1,3.066770000E-3,1.600000024E0,1.600000000E3
1.219786375E1,4.682735769E-1,9.401698881E-2,3.067986000E-3,1.600000024E0,1.600000000E3
1.220202458E1,5.106428410E-1,1.136091215E-1,3.067577000E-3,1.600000024E0,1.600000000E3
1.220618550E1,5.139514918E-1,1.152600405E-1,3.067042000E-3,1.600000024E0,1.600000000E3
1.221034650E1,4.658030952E-1,9.291182661E-2,3.068353000E-3,1.600000024E0,1.600000000E3
1.221450721E1,5.448907948E-1,1.306712441E-1,3.066631000E-3,1.600000024E0,1.600000000E3
1.221866808E1,4.549073674E-1,8.830051663E-2,3.068359000E-3,1.600000024E0,1.600000000E3
1.222282887E1,5.258011141E-1,1.209073182E-1,3.067369000E-3,1.600000024E0,1.600000000E3
1.222698967E1,4.878849121E-1,1.027029015E-1,3.067833000E-3,1.600000024E0,1.600000000E3
1.223115054E1,4.807866799E-1,9.950571678E-2,3.068569000E-3,1.600000024E0,1.600000000E3
1.223531137E1,5.325004403E-1,1.241456895E-1,3.067322000E-3,1.600000024E0,1.600000000E3
1.223947225E1,4.504568211E-1,8.647383874E-2,3.069221000E-3,1.600000024E0,1.600000000E3
1.224363317E1,5.382310919E-1,1.272248519E-1,3.067754000E-3,1.600000024E0,1.600000000E3
1.224779392E1,4.678335800E-1,9.383972836E-2,3.068987000E-3,1.600000024E0,1.600000000E3
1.225195475E1,5.032233769E-1,1.099847734E-1,3.068863000E-3,1.600000024E0,1.600000000E3
1.225611558E1,5.189815552E-1,1.175835346E-1,3.068134000E-3,1.600000024E0,1.600000000E3
1.226027642E1,4.631001673E-1,9.169153909E-2,3.069549000E-3,1.600000024E0,1.600000000E3
1.226443725E1,5.457653378E-1,1.310746472E-1,3.067793000E-3,1.600000024E0,1.600000000E3
1.226859804E1,4.560261493E-1,8.872754477E-2,3.069479000E-3,1.600000024E0,1.600000000E3
1.227275887E1,5.266454154E-1,1.213620410E-1,3.068456000E-3,1.600000024E0,1.600000000E3
1.227692004E1,4.968059213E-1,1.069338014E-1,3.068578000E-3,1.600000024E0,1.600000000E3
1.228108067E1,4.806713739E-1,9.932703780E-2,3.069319000E-3,1.600000024E0,1.600000000E3
1.228524158E1,5.371721119E-1,1.266461872E-1,3.067892000E-3,1.600000024E0,1.600000000E3
1.228940237E1,4.541230251E-1,8.799859748E-2,3.069651000E-3,1.600000024E0,1.600000000E3
1.229356321E1,5.405184993E-1,1.283239500E-1,3.068096000E-3,1.600000024E0,1.600000000E3
1.229772400E1,4.759531606E-1,9.732134557E-2,3.069018000E-3,1.600000024E0,1.600000000E3
1.230188487E1,5.031226939E-1,1.099849886E-1,3.068898000E-3,1.600000024E0,1.600000000E3
1.230604567E1,5.243237832E-1,1.202257745E-1,3.067964000E-3,1.600000024E0,1.600000000E3
1.231020667E1,4.611433211E-1,9.088562733E-2,3.069454000E-3,1.600000024E0,1.600000000E3
1.231436742E1,5.464433366E-1,1.314593332E-1,3.067672000E-3,1.600000024E0,1.600000000E3
1.231852821E1,4.588957467E-1,8.993315915E-2,3.069248000E-3,1.600000024E0,1.600000000E3
1.232268908E1,5.200569402E-1,1.181355801E-1,3.068478000E-3,1.600000024E0,1.600000000E3
1.232684992E1,4.986185827E-1,1.077324127E-1,3.068530000E-3,1.600000024E0,1.600000000E3
1.233101067E1,4.739615130E-1,9.645782677E-2,3.069528000E-3,1.600000024E0,1.600000000E3
1.233517154E1,5.367896107E-1,1.263286036E-1,3.068116000E-3,1.600000024E0,1.600000000E3
1.233933237E1,4.503633185E-1,8.642582173E-2,3.070019000E-3,1.600000024E0,1.600000000E3
1.234349350E1,5.352307796E-1,1.255911307E-1,3.068667000E-3,1.600000024E0,1.600000000E3
1.234765417E1,4.753438213E-1,9.702661515E-2,3.069612000E-3,1.600000024E0,1.600000000E3
1.235181500E1,4.949217178E-1,1.060636200E-1,3.069806000E-3,1.600000024E0,1.600000000E3
1.235597587E1,5.262594551E-1,1.210900791E-1,3.068798000E-3,1.600000024E0,1.600000000E3
1.236013671E1,4.575612379E-1,8.938940239E-2,3.070425000E-3,1.600000024E0,1.600000000E3
1.236429754E1,5.444877482E-1,1.303802939E-1,3.068717000E-3,1.600000024E0,1.600000000E3
1.236845833E1,4.594390472E-1,9.012899270E-2,3.070272000E-3,1.600000024E0,1.600000000E3
1.237261925E1,5.189780961E-1,1.175204486E-1,3.069543000E-3,1.600000024E0,1.600000000E3
1.237678012E1,5.042029531E-1,1.104099787E-1,3.069381000E-3,1.600000024E0,1.600000000E3
1.238094083E1,4.731058383E-1,9.603589353E-2,3.070412000E-3,1.600000024E0,1.600000000E3
1.238510175E1,5.410382145E-1,1.285442406E-1,3.068836000E-3,1.600000024E0,1.600000000E3
1.238926258E1,4.539630644E-1,8.783379428E-2,3.070601000E-3,1.600000024E0,1.600000000E3
1.239342333E1,5.361199978E-1,1.261032109E-1,3.069214000E-3,1.600000024E0,1.600000000E3
1.239758425E1,4.820211345E-1,9.995871212E-2,3.069903000E-3,1.600000024E0,1.600000000E3
1.240174500E1,4.945755904E-1,1.058293388E-1,3.070111000E-3,1.600000024E0,1.600000000E3
1.240590592E1,5.301536504E-1,1.229734841E-1,3.068953000E-3,1.600000024E0,1.600000000E3
1.241006692E1,4.572919986E-1,8.922886807E-2,3.070591000E-3,1.600000024E0,1.600000000E3
1.241422754E1,5.452250247E-1,1.307201349E-1,3.068855000E-3,1.600000024E0,1.600000000E3
1.241838833E1,4.645157571E-1,9.231754735E-2,3.070216000E-3,1.600000024E0,1.600000000E3
1.242254933E1,5.128354354E-1,1.145696714E-1,3.069723000E-3,1.600000024E0,1.600000000E3
1.242671017E1,5.064224348E-1,1.114662037E-1,3.069476000E-3,1.600000024E0,1.600000000E3
1.243087104E1,4.675814794E-1,9.361042764E-2,3.070719000E-3,1.600000024E0,1.600000000E3
1.243503183E1,5.403002566E-1,1.281672037E-1,3.069172000E-3,1.600000024E0,1.600000000E3
1.243919267E1,4.509983396E-1,8.656706212E-2,3.071051000E-3,1.600000024E0,1.600000000E3
1.244335367E1,5.303328463E-1,1.230540015E-1,3.069886000E-3,1.600000024E0,1.600000000E3
1.244751433E1,4.826249706E-1,1.002860013E-1,3.070552000E-3,1.600000024E0,1.600000000E3
1.245167517E1,4.869942787E-1,1.022857933E-1,3.071051000E-3,1.600000024E0,1.600000000E3
1.245583604E1,5.301734620E-1,1.229406409E-1,3.069892000E-3,1.600000024E0,1.600000000E3
1.245999683E1,4.521268701E-1,8.703318599E-2,3.071729000E-3,1.600000024E0,1.600000000E3
1.246415767E1,5.409739576E-1,1.284638678E-1,3.070155000E-3,1.600000024E0,1.600000000E3
1.246831854E1,4.633114392E-1,9.174322640E-2,3.071562000E-3,1.600000024E0,1.600000000E3
1.247247933E1,5.090502566E-1,1.126444047E-1,3.071214000E-3,1.600000024E0,1.600000000E3
1.247664050E1,5.098025753E-1,1.130101753E-1,3.070837000E-3,1.600000024E0,1.600000000E3
1.248080100E1,4.641854580E-1,9.215354068E-2,3.072211000E-3,1.600000024E0,1.600000000E3
1.248496187E1,5.417782688E-1,1.288334234E-1,3.070606000E-3,1.600000024E0,1.600000000E3
1.248912279E1,4.536478599E-1,8.762943111E-2,3.072385000E-3,1.600000024E0,1.600000000E3
1.249328367E1,5.296856132E-1,1.227308791E-1,3.071244000E-3,1.600000024E0,1.600000000E3
1.249744450E1,4.894809557E-1,1.034277791E-1,3.071647000E-3,1.600000024E0,1.600000000E3
1.250160537E1,4.847341779E-1,1.011291310E-1,3.072233000E-3,1.600000024E0,1.600000000E3
1.250576621E1,5.337944347E-1,1.247499467E-1,3.070935000E-3,1.600000024E0,1.600000000E3
1.250992712E1,4.526859989E-1,8.723574205E-2,3.072751000E-3,1.600000024E0,1.600000000E3
1.251408783E1,5.413341838E-1,1.286742834E-1,3.071163000E-3,1.600000024E0,1.600000000E3
1.251824867E1,4.696574052E-1,9.443050089E-2,3.072327000E-3,1.600000024E0,1.600000000E3
1.252240950E1,5.038618572E-1,1.101900722E-1,3.072178000E-3,1.600000024E0,1.600000000E3
1.252657037E1,5.127043011E-1,1.144359998E-1,3.071690000E-3,1.600000024E0,1.600000000E3
1.253073121E1,4.593765724E-1,9.001528509E-2,3.073249000E-3,1.600000024E0,1.600000000E3
1.253489204E1,5.406130501E-1,1.281404028E-1,3.071688000E-3,1.600000024E0,1.600000000E3
1.253905283E1,4.515309481E-1,8.675371288E-2,3.073549000E-3,1.600000024E0,1.600000000E3
1.254321392E1,5.229336656E-1,1.192944363E-1,3.072667000E-3,1.600000024E0,1.600000000E3
1.254737458E1,4.907304525E-1,1.038985324E-1,3.073023000E-3,1.600000024E0,1.600000000E3
1.255153533E1,4.777796064E-1,9.797706867E-2,3.073876000E-3,1.600000024E0,1.600000000E3
1.255569621E1,5.340116815E-1,1.247536688E-1,3.072569000E-3,1.600000024E0,1.600000000E3
1.255985704E1,4.496062827E-1,8.592398719E-2,3.074504000E-3,1.600000024E0,1.600000000E3
1.256401804E1,5.368484167E-1,1.262380254E-1,3.073087000E-3,1.600000024E0,1.600000000E3
1.256817883E1,4.701682628E-1,9.460825613E-2,3.074232000E-3,1.600000024E0,1.600000000E3
1.257233971E1,4.994101054E-1,1.080216432E-1,3.074254000E-3,1.600000024E0,1.600000000E3
1.257650058E1,5.182324861E-1,1.169655281E-1,3.073553000E-3,1.600000024E0,1.600000000E3
1.258066133E1,4.570933055E-1,8.902082297E-2,3.075201000E-3,1.600000024E0,1.600000000E3
1.258482217E1,5.424581544E-1,1.290601347E-1,3.073568000E-3,1.600000024E0,1.600000000E3
1.258898304E1,4.557203265E-1,8.847659734E-2,3.075269000E-3,1.600000024E0,1.600000000E3
1.259314387E1,5.223938242E-1,1.189811900E-1,3.074408000E-3,1.600000024E0,1.600000000E3
1.259730467E1,4.988625595E-1,1.077377979E-1,3.074451000E-3,1.600000024E0,1.600000000E3
1.260146550E1,4.762664783E-1,9.722062535E-2,3.075363000E-3,1.600000024E0,1.600000000E3
1.260562633E1,5.380947689E-1,1.268356194E-1,3.073898000E-3,1.600000024E0,1.600000000E3
1.260978742E1,4.513499178E-1,8.661526928E-2,3.075767000E-3,1.600000024E0,1.600000000E3
1.261394804E1,5.377347000E-1,1.265976410E-1,3.074316000E-3,1.600000024E0,1.600000000E3
1.261810883E1,4.764231895E-1,9.733481827E-2,3.075222000E-3,1.600000024E0,1.600000000E3
1.262226971E1,4.948050491E-1,1.057903067E-1,3.075421000E-3,1.600000024E0,1.600000000E3
1.262643050E1,5.215454347E-1,1.185470960E-1,3.074592000E-3,1.600000024E0,1.600000000E3
1.263059150E1,4.538262172E-1,8.762727464E-2,3.076366000E-3,1.600000024E0,1.600000000E3
1.263475233E1,5.416266939E-1,1.286053879E-1,3.074765000E-3,1.600000024E0,1.600000000E3
1.263891312E1,4.548093574E-1,8.799553523E-2,3.076501000E-3,1.600000024E0,1.600000000E3
1.264307412E1,5.159194494E-1,1.158132091E-1,3.075888000E-3,1.600000024E0,1.600000000E3
1.264723483E1,5.006611746E-1,1.085287597E-1,3.075862000E-3,1.600000024E0,1.600000000E3
1.265139562E1,4.695425709E-1,9.430666611E-2,3.077033000E-3,1.600000024E0,1.600000000E3
1.265555646E1,5.363183240E-1,1.257895240E-1,3.075636000E-3,1.600000024E0,1.600000000E3
1.265971737E1,4.478970297E-1,8.509813155E-2,3.077639000E-3,1.600000024E0,1.600000000E3
1.266387821E1,5.316740113E-1,1.234721605E-1,3.076420000E-3,1.600000024E0,1.600000000E3
1.266803904E1,4.761218217E-1,9.713847241E-2,3.077338000E-3,1.600000024E0,1.600000000E3
1.267219987E1,4.893411210E-1,1.032574929E-1,3.077748000E-3,1.600000024E0,1.600000000E3
1.267636092E1,5.240408120E-1,1.196265158E-1,3.076823000E-3,1.600000024E0,1.600000000E3
1.268052154E1,4.508992813E-1,8.636401585E-2,3.078711000E-3,1.600000024E0,1.600000000E3
1.268468233E1,5.395724666E-1,1.274617389E-1,3.077188000E-3,1.600000024E0,1.600000000E3
1.268884321E1,4.592872627E-1,8.981538571E-2,3.078754000E-3,1.600000024E0,1.600000000E3
1.269300400E1,5.140771229E-1,1.148057294E-1,3.078212000E-3,1.600000024E0,1.600000000E3
1.269716483E1,5.061508369E-1,1.110246129E-1,3.077975000E-3,1.600000024E0,1.600000000E3
1.270132583E1,4.691134233E-1,9.397632471E-2,3.079163000E-3,1.600000024E0,1.600000000E3
1.270548667E1,5.410712339E-1,1.281672149E-1,3.077582000E-3,1.600000024E0,1.600000000E3
1.270964762E1,4.512835645E-1,8.647257181E-2,3.079456000E-3,1.600000024E0,1.600000000E3
1.271380833E1,5.318686162E-1,1.234403532E-1,3.078229000E-3,1.600000024E0,1.600000000E3
1.271796917E1,4.818983337E-1,9.960293734E-2,3.078925000E-3,1.600000024E0,1.600000000E3
1.272213000E1,4.860860350E-1,1.015681738E-1,3.079460000E-3,1.600000024E0,1.600000000E3
1.272629083E1,5.275921294E-1,1.212880818E-1,3.078397000E-3,1.600000024E0,1.600000000E3
1.273045167E1,4.500991631E-1,8.599273076E-2,3.080317000E-3,1.600000024E0,1.600000000E3
1.273461254E1,5.395565334E-1,1.273910587E-1,3.078793000E-3,1.600000024E0,1.600000000E3
1.273877333E1,4.599678821E-1,9.009297508E-2,3.080333000E-3,1.600000024E0,1.600000000E3
1.274293446E1,5.078098794E-1,1.117670094E-1,3.080032000E-3,1.600000024E0,1.600000000E3
1.274709500E1,5.081476209E-1,1.119498276E-1,3.079718000E-3,1.600000024E0,1.600000000E3
1.275125587E1,4.623236344E-1,9.101736330E-2,3.081168000E-3,1.600000024E0,1.600000000E3
1.275541667E1,5.389706746E-1,1.269641985E-1,3.079667000E-3,1.600000024E0,1.600000000E3
1.275957750E1,4.482317313E-1,8.518495369E-2,3.081659000E-3,1.600000024E0,1.600000000E3
1.276373837E1,5.258048353E-1,1.203517756E-1,3.080664000E-3,1.600000024E0,1.600000000E3
1.276789921E1,4.831426942E-1,1.001564231E-1,3.081313000E-3,1.600000024E0,1.600000000E3
1.277206000E1,4.809657185E-1,9.914964198E-2,3.082046000E-3,1.600000024E0,1.600000000E3
1.277622108E1,5.293179969E-1,1.220916584E-1,3.080916000E-3,1.600000024E0,1.600000000E3
1.278038179E1,4.484662217E-1,8.519734817E-2,3.082900000E-3,1.600000024E0,1.600000000E3
1.278454267E1,5.376606945E-1,1.262889749E-1,3.081448000E-3,1.600000024E0,1.600000000E3
1.278870350E1,4.670834626E-1,9.310915757E-2,3.082715000E-3,1.600000024E0,1.600000000E3
1.279286429E1,5.067840760E-1,1.112263747E-1,3.082453000E-3,1.600000024E0,1.600000000E3
1.279702517E1,5.139130216E-1,1.146079135E-1,3.081916000E-3,1.600000024E0,1.600000000E3
1.280118600E1,4.619663433E-1,9.082730260E-2,3.083381000E-3,1.600000024E0,1.600000000E3
1.280534683E1,5.436129956E-1,1.293156430E-1,3.081700000E-3,1.600000024E0,1.600000000E3
1.280950779E1,4.526519313E-1,8.698409517E-2,3.083523000E-3,1.600000024E0,1.600000000E3
1.281366850E1,5.260274805E-1,1.204529326E-1,3.082519000E-3,1.600000024E0,1.600000000E3
1.281782933E1,4.917201966E-1,1.040703999E-1,3.082838000E-3,1.600000024E0,1.600000000E3
1.282199021E1,4.768293808E-1,9.724899713E-2,3.083730000E-3,1.600000024E0,1.600000000E3
1.282615100E1,5.321849738E-1,1.234230474E-1,3.082489000E-3,1.600000024E0,1.600000000E3
1.283031183E1,4.485216209E-1,8.522013317E-2,3.084472000E-3,1.600000024E0,1.600000000E3
1.283447267E1,5.362558492E-1,1.255353057E-1,3.083074000E-3,1.600000024E0,1.600000000E3
1.283863350E1,4.674758696E-1,9.313769714E-2,3.084327000E-3,1.600000024E0,1.600000000E3
1.284279458E1,4.990207383E-1,1.075255194E-1,3.084364000E-3,1.600000024E0,1.600000000E3
1.284695533E1,5.149566450E-1,1.149587924E-1,3.083787000E-3,1.600000024E0,1.600000000E3
1.285111621E1,4.560414011E-1,8.828767948E-2,3.085481000E-3,1.600000024E0,1.600000000E3
1.285527696E1,5.398293892E-1,1.272434192E-1,3.083944000E-3,1.600000024E0,1.600000000E3
1.285943779E1,4.504833939E-1,8.601239259E-2,3.085852000E-3,1.600000024E0,1.600000000E3
1.286359867E1,5.187537212E-1,1.168161860E-1,3.085128000E-3,1.600000024E0,1.600000000E3
1.286775946E1,4.926887663E-1,1.044725869E-1,3.085409000E-3,1.600000024E0,1.600000000E3
1.287192033E1,4.724517392E-1,9.525434488E-2,3.086471000E-3,1.600000024E0,1.600000000E3
1.287608129E1,5.338020868E-1,1.241975240E-1,3.085166000E-3,1.600000024E0,1.600000000E3
1.288024200E1,4.468580186E-1,8.445635497E-2,3.087215000E-3,1.600000024E0,1.600000000E3
1.288440275E1,5.339826454E-1,1.242801942E-1,3.085903000E-3,1.600000024E0,1.600000000E3
1.288856367E1,4.747115256E-1,9.618079195E-2,3.086878000E-3,1.600000024E0,1.600000000E3
1.289272450E1,4.981142241E-1,1.070090196E-1,3.086950000E-3,1.600000024E0,1.600000000E3
1.289688533E1,5.231983975E-1,1.188670727E-1,3.086054000E-3,1.600000024E0,1.600000000E3
1.290104617E1,4.571114400E-1,8.865868953E-2,3.087708000E-3,1.600000024E0,1.600000000E3
1.290520696E1,5.440412523E-1,1.293952272E-1,3.086008000E-3,1.600000024E0,1.600000000E3
1.290936804E1,4.564319213E-1,8.834047901E-2,3.087688000E-3,1.600000024E0,1.600000000E3
1.291352875E1,5.194831360E-1,1.170441187E-1,3.086936000E-3,1.600000024E0,1.600000000E3
1.291768967E1,5.015667978E-1,1.085588289E-1,3.086875000E-3,1.600000024E0,1.600000000E3
1.292185046E1,4.715268810E-1,9.479921625E-2,3.087973000E-3,1.600000024E0,1.600000000E3
1.292601133E1,5.374830710E-1,1.260043365E-1,3.086526000E-3,1.600000024E0,1.600000000E3
1.293017217E1,4.491463169E-1,8.533350174E-2,3.088488000E-3,1.600000024E0,1.600000000E3
1.293433296E1,5.332889231E-1,1.238829649E-1,3.087202000E-3,1.600000024E0,1.600000000E3
1.293849379E1,4.760892216E-1,9.677163304E-2,3.088124000E-3,1.600000024E0,1.600000000E3
1.294265475E1,4.923214645E-1,1.042601405E-1,3.088420000E-3,1.600000024E0,1.600000000E3
1.294681550E1,5.252530965E-1,1.198139920E-1,3.087445000E-3,1.600000024E0,1.600000000E3
1.295097633E1,4.532641533E-1,8.699593294E-2,3.089248000E-3,1.600000024E0,1.600000000E3
1.295513708E1,5.409313469E-1,1.277189511E-1,3.087667000E-3,1.600000024E0,1.600000000E3
1.295929800E1,4.555337406E-1,8.792025119E-2,3.089383000E-3,1.600000024E0,1.600000000E3
1.296345875E1,5.125827582E-1,1.137384063E-1,3.088897000E-3,1.600000024E0,1.600000000E3
1.296761967E1,5.030457534E-1,1.091685105E-1,3.088779000E-3,1.600000024E0,1.600000000E3
1.297178050E1,4.664680959E-1,9.256153863E-2,3.090073000E-3,1.600000024E0,1.600000000E3
1.297594154E1,5.379805112E-1,1.262224366E-1,3.088605000E-3,1.600000024E0,1.600000000E3
1.298010212E1,4.482741849E-1,8.494385008E-2,3.090602000E-3,1.600000024E0,1.600000000E3
1.298426296E1,5.298940024E-1,1.220614808E-1,3.089447000E-3,1.600000024E0,1.600000000E3
1.298842400E1,4.826666904E-1,9.960133244E-2,3.090116000E-3,1.600000024E0,1.600000000E3
1.299258479E1,4.908316597E-1,1.034909010E-1,3.090470000E-3,1.600000024E0,1.600000000E3
1.299674558E1,5.301789129E-1,1.221610709E-1,3.089304000E-3,1.600000024E0,1.600000000E3
